payment_id,transaction_id,payment_date,method,amount_usd
PAY_01903,TX_02761,2024-03-04 15:08:44,PayPal,431
PAY_01904,TX_02455,2024-09-18 11:34:32,Credit Card,459
PAY_01905,TX_03755,2024-09-20 08:58:54,Bank Transfer,47
PAY_01906,TX_01946,2024-05-31 12:57:56,PayPal,364
PAY_01907,TX_03369,2024-09-27 04:47:10,PayPal,350
PAY_01908,TX_02630,2024-08-20 20:30:40,Bank Transfer,315
PAY_01909,TX_00529,2024-10-16 16:19:08,Bank Transfer,254
PAY_01910,TX_04233,2024-12-05 21:04:04,Bank Transfer,149
PAY_01911,TX_01472,2024-10-15 17:55:36,PayPal,95
PAY_01912,TX_02036,2024-10-11 14:12:39,Bank Transfer,464
PAY_01913,TX_04035,2024-06-05 23:04:04,PayPal,252
PAY_01914,TX_01368,2024-07-28 04:22:12,Credit Card,249
PAY_01915,TX_01720,2024-01-14 23:30:38,Bank Transfer,351
PAY_01916,TX_01042,2024-04-12 08:26:21,Credit Card,389
PAY_01917,TX_03488,2024-10-01 02:08:33,Credit Card,428
PAY_01918,TX_00560,2024-03-08 05:43:27,Credit Card,370
PAY_01919,TX_01565,2024-02-26 13:20:40,PayPal,329
PAY_01920,TX_03225,2024-05-11 07:25:01,PayPal,420
PAY_01921,TX_01801,2024-12-30 19:36:58,PayPal,451
PAY_01922,TX_03271,2024-03-03 18:07:42,PayPal,415
PAY_01923,TX_01812,2024-10-02 03:23:47,Credit Card,208
PAY_01924,TX_03082,2024-02-25 00:44:06,PayPal,497
PAY_01925,TX_04263,2024-01-09 11:16:09,Credit Card,21
PAY_01926,TX_00147,2024-10-07 07:47:49,Credit Card,355
PAY_01927,TX_03829,2024-03-21 09:15:25,PayPal,84
PAY_01928,TX_04541,2024-05-07 15:37:40,Credit Card,71
PAY_01929,TX_02118,2024-01-29 06:15:54,PayPal,53
PAY_01930,TX_02664,2024-05-28 01:45:14,Credit Card,320
PAY_01931,TX_00319,2024-07-22 11:50:12,Bank Transfer,259
PAY_01932,TX_03970,2024-09-30 03:26:05,PayPal,148
PAY_01933,TX_04132,2024-08-16 10:47:34,Credit Card,262
PAY_01934,TX_00255,2024-10-26 09:54:53,PayPal,375
PAY_01935,TX_01337,2024-03-30 21:52:44,Credit Card,327
PAY_01936,TX_00335,2024-09-13 13:35:13,PayPal,342
PAY_01937,TX_03092,2024-01-10 06:55:52,Bank Transfer,117
PAY_01938,TX_04394,2024-02-29 10:29:21,Bank Transfer,95
PAY_01939,TX_01045,2024-06-02 01:17:28,PayPal,331
PAY_01940,TX_04574,2024-03-03 09:18:34,PayPal,461
PAY_01941,TX_01792,2024-06-15 12:44:03,Credit Card,384
PAY_01942,TX_02520,2024-07-20 13:40:44,Credit Card,238
PAY_01943,TX_00962,2024-01-28 18:26:01,PayPal,325
PAY_01944,TX_03750,2024-05-29 15:48:58,Bank Transfer,120
PAY_01945,TX_04566,2024-02-29 14:27:37,Bank Transfer,138
PAY_01946,TX_02815,2024-02-07 05:22:45,PayPal,428
PAY_01947,TX_00590,2024-08-03 01:36:00,Credit Card,159
PAY_01948,TX_01989,2024-08-13 18:47:32,PayPal,390
PAY_01949,TX_02840,2024-06-23 11:42:45,PayPal,244
PAY_01950,TX_03866,2024-09-26 22:26:00,Bank Transfer,274
PAY_01951,TX_02434,2024-02-07 02:25:17,Bank Transfer,92
PAY_01952,TX_02990,2024-03-15 05:45:19,Credit Card,468
PAY_01953,TX_03949,2024-05-14 15:28:08,Credit Card,331
PAY_01954,TX_04542,2024-12-27 04:13:17,PayPal,325
PAY_01955,TX_01961,2024-01-16 19:56:02,PayPal,490
PAY_01956,TX_04195,2024-09-16 18:17:23,PayPal,175
PAY_01957,TX_00655,2024-01-19 19:37:11,PayPal,278
PAY_01958,TX_01079,2024-07-05 06:56:07,Bank Transfer,441
PAY_01959,TX_03075,2024-06-05 08:49:19,Credit Card,83
PAY_01960,TX_01356,2024-01-05 21:24:23,Credit Card,329
PAY_01961,TX_01459,2024-07-23 17:17:10,Credit Card,55
PAY_01962,TX_03283,2024-08-24 16:31:04,Credit Card,267
PAY_01963,TX_04913,2024-04-14 22:57:35,Bank Transfer,447
PAY_01964,TX_04757,2024-07-13 11:52:04,PayPal,63
PAY_01965,TX_04696,2024-07-21 12:27:13,Credit Card,472
PAY_01966,TX_00920,2024-02-28 19:11:48,Credit Card,138
PAY_01967,TX_01747,2024-12-29 17:31:25,PayPal,368
PAY_01968,TX_01759,2024-04-07 14:24:17,Bank Transfer,200
PAY_01969,TX_01832,2024-08-10 07:51:08,Bank Transfer,416
PAY_01970,TX_01172,2024-08-06 20:59:23,Credit Card,447
PAY_01971,TX_03279,2024-02-06 05:35:10,Credit Card,407
PAY_01972,TX_00360,2024-01-27 13:51:48,Credit Card,89
PAY_01973,TX_03811,2024-09-08 11:12:14,Bank Transfer,454
PAY_01974,TX_01441,2024-12-07 13:08:44,Credit Card,377
PAY_01975,TX_02920,2024-04-01 11:09:50,PayPal,473
PAY_01976,TX_01720,2024-07-18 08:53:12,Bank Transfer,286
PAY_01977,TX_03254,2024-01-13 14:09:26,Bank Transfer,238
PAY_01978,TX_00556,2024-01-10 04:04:38,PayPal,457
PAY_01979,TX_01234,2024-07-11 03:15:12,PayPal,385
PAY_01980,TX_03921,2024-06-27 21:54:00,Bank Transfer,209
PAY_01981,TX_04040,2024-07-06 10:28:37,Credit Card,275
PAY_01982,TX_02298,2024-12-10 03:00:22,Bank Transfer,206
PAY_01983,TX_01536,2024-02-01 23:02:04,Credit Card,246
PAY_01984,TX_04059,2024-02-25 10:25:35,PayPal,80
PAY_01985,TX_03303,2024-03-12 03:22:03,Credit Card,187
PAY_01986,TX_00910,2024-11-20 06:04:33,PayPal,151
PAY_01987,TX_01962,2024-03-27 12:37:51,Credit Card,174
PAY_01988,TX_00012,2024-09-30 00:41:04,Credit Card,291
PAY_01989,TX_00980,2024-11-10 06:45:32,PayPal,229
PAY_01990,TX_00273,2024-10-20 00:08:19,Credit Card,26
PAY_01991,TX_04584,2024-03-16 23:29:31,Bank Transfer,30
PAY_01992,TX_01998,2024-06-18 15:21:44,Credit Card,219
PAY_01993,TX_04634,2024-04-19 02:34:37,Bank Transfer,270
PAY_01994,TX_01689,2024-06-15 06:48:24,PayPal,83
PAY_01995,TX_01596,2024-08-18 02:37:49,Credit Card,199
PAY_01996,TX_03243,2024-03-24 23:58:39,Credit Card,147
PAY_01997,TX_04684,2024-06-29 03:48:58,Bank Transfer,281
PAY_01998,TX_01716,2024-06-13 20:17:06,Bank Transfer,139
PAY_01999,TX_04339,2024-07-09 06:31:44,PayPal,67
PAY_02000,TX_01202,2024-09-18 16:14:25,Bank Transfer,88
PAY_02001,TX_02846,2024-12-05 16:58:07,Bank Transfer,396
PAY_02002,TX_00257,2024-12-09 14:02:38,Bank Transfer,281
PAY_02003,TX_00310,2024-12-06 13:36:08,Credit Card,249
PAY_02004,TX_02564,2024-05-20 11:37:12,Credit Card,271
PAY_02005,TX_03418,2024-03-20 09:12:15,Credit Card,464
PAY_02006,TX_01089,2024-06-23 17:41:15,Credit Card,469
PAY_02007,TX_04732,2024-10-26 03:20:32,Credit Card,498
PAY_02008,TX_04893,2024-03-16 10:36:40,Bank Transfer,250
PAY_02009,TX_01177,2024-11-08 20:52:00,Bank Transfer,243
PAY_02010,TX_03098,2024-05-04 10:24:41,Credit Card,476
PAY_02011,TX_03231,2024-09-01 10:11:16,Credit Card,226
PAY_02012,TX_01725,2024-10-30 15:48:55,PayPal,360
PAY_02013,TX_02629,2024-10-18 07:55:24,PayPal,385
PAY_02014,TX_04175,2024-04-27 23:50:44,Bank Transfer,456
PAY_02015,TX_03300,2024-05-09 04:06:28,PayPal,47
PAY_02016,TX_01351,2024-01-31 20:02:11,Bank Transfer,384
PAY_02017,TX_00620,2024-08-02 20:45:44,PayPal,238
PAY_02018,TX_02549,2024-10-10 02:02:36,Credit Card,408
PAY_02019,TX_01379,2024-09-13 10:52:55,Credit Card,356
PAY_02020,TX_04059,2024-11-29 13:53:28,Bank Transfer,120
PAY_02021,TX_00978,2024-09-24 06:38:46,Bank Transfer,77
PAY_02022,TX_01538,2024-08-11 11:16:22,Bank Transfer,43
PAY_02023,TX_03773,2024-09-22 18:55:32,Bank Transfer,434
PAY_02024,TX_03579,2024-09-27 00:24:09,PayPal,246
PAY_02025,TX_02534,2024-11-16 14:37:19,Credit Card,188
PAY_02026,TX_00478,2024-12-28 00:32:27,PayPal,265
PAY_02027,TX_03655,2024-09-22 19:32:21,Credit Card,343
PAY_02028,TX_01895,2024-05-18 03:50:01,Credit Card,231
PAY_02029,TX_02381,2024-03-06 11:34:13,PayPal,382
PAY_02030,TX_01633,2024-07-21 11:29:45,Bank Transfer,484
PAY_02031,TX_02041,2024-09-04 14:03:15,PayPal,449
PAY_02032,TX_01566,2024-07-05 15:22:41,PayPal,285
PAY_02033,TX_04126,2024-02-20 12:16:30,PayPal,440
PAY_02034,TX_04823,2024-11-01 08:58:40,Credit Card,424
PAY_02035,TX_04269,2024-05-28 05:54:10,Bank Transfer,40
PAY_02036,TX_02840,2024-08-14 22:02:34,Credit Card,143
PAY_02037,TX_00468,2024-10-02 05:22:20,PayPal,388
PAY_02038,TX_03548,2024-10-22 17:04:30,PayPal,483
PAY_02039,TX_01976,2024-12-30 22:11:40,Credit Card,116
PAY_02040,TX_03389,2024-02-17 10:21:44,Credit Card,157
PAY_02041,TX_04221,2024-06-27 21:06:51,Bank Transfer,357
PAY_02042,TX_02744,2024-04-29 22:54:24,PayPal,372
PAY_02043,TX_02575,2024-10-05 18:15:16,Credit Card,112
PAY_02044,TX_01420,2024-12-15 11:20:41,Credit Card,114
PAY_02045,TX_01878,2024-06-25 23:23:17,Credit Card,43
PAY_02046,TX_01027,2024-09-25 16:01:02,Credit Card,399
PAY_02047,TX_04632,2024-04-09 21:31:52,PayPal,415
PAY_02048,TX_00601,2024-04-19 13:44:32,Bank Transfer,423
PAY_02049,TX_03593,2024-01-02 02:20:27,Credit Card,473
PAY_02050,TX_00988,2024-09-27 13:57:56,Credit Card,155
PAY_02051,TX_00606,2024-08-30 10:16:00,Bank Transfer,353
PAY_02052,TX_02748,2024-11-24 23:23:45,PayPal,152
PAY_02053,TX_00139,2024-01-30 11:52:13,Credit Card,73
PAY_02054,TX_02058,2024-07-05 22:09:05,Bank Transfer,311
PAY_02055,TX_03587,2024-07-31 20:47:54,Bank Transfer,131
PAY_02056,TX_04226,2024-09-18 05:59:32,PayPal,441
PAY_02057,TX_04497,2024-08-18 10:09:13,Bank Transfer,150
PAY_02058,TX_01245,2024-07-18 21:36:51,PayPal,439
PAY_02059,TX_00642,2024-08-04 01:20:37,Bank Transfer,297
PAY_02060,TX_00437,2024-11-25 14:28:52,Credit Card,283
PAY_02061,TX_01424,2024-09-05 08:04:17,PayPal,464
PAY_02062,TX_01137,2024-03-24 20:39:04,Bank Transfer,401
PAY_02063,TX_03722,2024-05-23 06:35:40,Credit Card,97
PAY_02064,TX_03290,2024-03-12 16:57:13,Bank Transfer,282
PAY_02065,TX_00058,2024-10-09 19:46:47,Credit Card,87
PAY_02066,TX_01137,2024-11-14 20:50:32,PayPal,81
PAY_02067,TX_00700,2024-01-20 06:19:38,Credit Card,422
PAY_02068,TX_01146,2024-08-06 15:20:05,Bank Transfer,382
PAY_02069,TX_02456,2024-05-22 16:56:04,Credit Card,194
PAY_02070,TX_01109,2024-08-02 19:50:12,Credit Card,299
PAY_02071,TX_04496,2024-12-08 05:23:29,PayPal,483
PAY_02072,TX_00108,2024-04-28 14:18:02,Credit Card,409
PAY_02073,TX_01985,2024-03-17 21:42:43,Credit Card,255
PAY_02074,TX_04248,2024-04-23 17:00:33,Bank Transfer,155
PAY_02075,TX_00906,2024-01-19 16:15:29,Bank Transfer,428
PAY_02076,TX_04946,2024-06-17 23:11:39,PayPal,243
PAY_02077,TX_01993,2024-09-07 06:03:51,PayPal,108
PAY_02078,TX_04123,2024-06-08 09:10:27,PayPal,477
PAY_02079,TX_04215,2024-06-14 08:25:31,Bank Transfer,126
PAY_02080,TX_04819,2024-03-09 07:53:01,Credit Card,60
PAY_02081,TX_02148,2024-01-11 20:48:51,PayPal,205
PAY_02082,TX_04099,2024-03-01 02:21:42,Bank Transfer,484
PAY_02083,TX_00806,2024-11-25 21:51:31,Bank Transfer,207
PAY_02084,TX_01993,2024-08-12 19:51:36,PayPal,385
PAY_02085,TX_03601,2024-07-03 23:23:20,Bank Transfer,406
PAY_02086,TX_04400,2024-08-13 11:03:39,Credit Card,28
PAY_02087,TX_04273,2024-10-02 18:59:25,Bank Transfer,199
PAY_02088,TX_04011,2024-08-02 14:47:25,Bank Transfer,205
PAY_02089,TX_00084,2024-10-22 07:58:26,Credit Card,463
PAY_02090,TX_04359,2024-08-28 14:47:33,PayPal,101
PAY_02091,TX_03321,2024-03-31 06:54:38,Bank Transfer,196
PAY_02092,TX_02506,2024-12-23 20:54:46,Credit Card,113
PAY_02093,TX_02457,2024-07-10 08:53:06,PayPal,408
PAY_02094,TX_03063,2024-10-29 09:28:35,Credit Card,465
PAY_02095,TX_03853,2024-04-29 08:59:41,Bank Transfer,135
PAY_02096,TX_04898,2024-04-08 15:33:20,Credit Card,179
PAY_02097,TX_04991,2024-07-09 04:46:50,PayPal,264
PAY_02098,TX_04969,2024-11-19 12:01:12,PayPal,302
PAY_02099,TX_00388,2024-09-07 22:08:54,PayPal,232
PAY_02100,TX_02004,2024-05-27 20:04:09,Credit Card,171
PAY_02101,TX_01032,2024-09-28 18:27:59,Credit Card,185
PAY_02102,TX_01541,2024-07-04 03:18:14,PayPal,470
PAY_02103,TX_00450,2024-02-14 12:42:38,PayPal,419
PAY_02104,TX_03548,2024-09-04 18:06:00,PayPal,162
PAY_02105,TX_04438,2024-05-23 18:12:59,Bank Transfer,44
PAY_02106,TX_01097,2024-08-15 08:05:01,Bank Transfer,219
PAY_02107,TX_00860,2024-01-09 06:51:58,Bank Transfer,252
PAY_02108,TX_00302,2024-04-23 05:39:01,PayPal,23
PAY_02109,TX_02020,2024-03-19 15:20:55,Bank Transfer,307
PAY_02110,TX_00881,2024-07-10 13:18:44,PayPal,192
PAY_02111,TX_02282,2024-04-10 17:23:59,Credit Card,203
PAY_02112,TX_04162,2024-04-05 22:48:39,PayPal,270
PAY_02113,TX_00230,2024-11-15 11:02:51,PayPal,310
PAY_02114,TX_00922,2024-10-01 09:43:05,Bank Transfer,456
PAY_02115,TX_01833,2024-09-09 05:13:17,Credit Card,305
PAY_02116,TX_00051,2024-09-21 11:16:32,Credit Card,378
PAY_02117,TX_03679,2024-03-11 15:26:26,Credit Card,131
PAY_02118,TX_04483,2024-10-31 20:48:03,Bank Transfer,324
PAY_02119,TX_03782,2024-02-24 05:33:35,Bank Transfer,369
PAY_02120,TX_00753,2024-08-12 22:51:57,Bank Transfer,484
PAY_02121,TX_01479,2024-05-04 03:41:46,Bank Transfer,358
PAY_02122,TX_02089,2024-01-17 07:09:12,Bank Transfer,455
PAY_02123,TX_02994,2024-12-26 17:55:03,PayPal,498
PAY_02124,TX_03796,2024-06-07 01:17:33,Credit Card,484
PAY_02125,TX_03341,2024-02-07 16:24:15,Bank Transfer,149
PAY_02126,TX_02344,2024-04-06 13:07:51,Credit Card,206
PAY_02127,TX_01239,2024-05-23 03:59:45,Bank Transfer,440
PAY_02128,TX_04521,2024-02-17 17:40:22,PayPal,48
PAY_02129,TX_02237,2024-08-09 08:44:14,Credit Card,177
PAY_02130,TX_04257,2024-04-02 19:08:43,Bank Transfer,393
PAY_02131,TX_02429,2024-08-14 07:48:53,PayPal,254
PAY_02132,TX_04340,2024-10-11 00:37:18,PayPal,297
PAY_02133,TX_00183,2024-12-22 17:02:11,Credit Card,121
PAY_02134,TX_00544,2024-12-25 05:33:03,Bank Transfer,478
PAY_02135,TX_02827,2024-03-07 13:24:37,PayPal,244
PAY_02136,TX_00093,2024-02-28 04:29:06,PayPal,294
PAY_02137,TX_02416,2024-10-07 19:01:21,PayPal,342
PAY_02138,TX_04255,2024-04-14 20:12:51,Credit Card,251
PAY_02139,TX_02446,2024-04-10 01:33:45,Credit Card,361
PAY_02140,TX_04534,2024-05-02 17:09:53,Bank Transfer,293
PAY_02141,TX_04402,2024-06-15 18:42:14,Bank Transfer,384
PAY_02142,TX_03033,2024-09-21 19:17:02,Credit Card,497
PAY_02143,TX_01974,2024-10-11 07:18:08,Credit Card,468
PAY_02144,TX_03290,2024-08-03 17:13:49,Credit Card,487
PAY_02145,TX_02377,2024-06-07 20:46:34,PayPal,132
PAY_02146,TX_04439,2024-02-03 00:23:59,Credit Card,408
PAY_02147,TX_03235,2024-02-15 08:49:20,Bank Transfer,479
PAY_02148,TX_01134,2024-05-25 18:09:40,PayPal,158
PAY_02149,TX_03639,2024-02-24 17:48:47,Credit Card,235
PAY_02150,TX_02398,2024-11-16 18:22:46,Bank Transfer,333
PAY_02151,TX_02774,2024-11-01 23:17:33,Credit Card,293
PAY_02152,TX_04461,2024-03-06 04:28:00,Bank Transfer,347
PAY_02153,TX_01921,2024-05-05 03:03:59,PayPal,368
PAY_02154,TX_02063,2024-02-04 02:58:03,PayPal,203
PAY_02155,TX_02201,2024-10-01 19:36:27,Bank Transfer,425
PAY_02156,TX_04628,2024-07-22 12:53:58,Bank Transfer,331
PAY_02157,TX_03015,2024-08-23 23:47:15,PayPal,213
PAY_02158,TX_03472,2024-02-14 05:57:59,PayPal,298
PAY_02159,TX_04951,2024-06-08 19:43:25,Bank Transfer,291
PAY_02160,TX_00469,2024-03-31 10:09:33,Bank Transfer,319
PAY_02161,TX_01345,2024-10-12 10:11:10,Credit Card,91
PAY_02162,TX_00879,2024-01-19 18:55:28,Credit Card,215
PAY_02163,TX_04463,2024-05-08 09:42:01,PayPal,289
PAY_02164,TX_03910,2024-03-12 17:38:08,PayPal,412
PAY_02165,TX_03808,2024-09-07 07:38:08,Credit Card,350
PAY_02166,TX_04737,2024-02-29 16:10:11,Credit Card,259
PAY_02167,TX_04958,2024-08-06 07:44:48,PayPal,127
PAY_02168,TX_02942,2024-06-15 06:37:51,PayPal,419
PAY_02169,TX_03346,2024-04-05 18:46:23,Bank Transfer,416
PAY_02170,TX_00589,2024-04-11 16:18:38,Bank Transfer,311
PAY_02171,TX_03884,2024-01-03 21:54:44,PayPal,319
PAY_02172,TX_01330,2024-08-01 17:39:25,Credit Card,119
PAY_02173,TX_00092,2024-09-09 18:17:41,Bank Transfer,100
PAY_02174,TX_00458,2024-05-21 08:15:02,PayPal,289
PAY_02175,TX_03342,2024-06-27 23:08:23,Credit Card,368
PAY_02176,TX_01885,2024-03-10 08:11:03,Credit Card,36
PAY_02177,TX_03122,2024-10-19 06:08:49,PayPal,212
PAY_02178,TX_02040,2024-04-27 05:00:43,Bank Transfer,231
PAY_02179,TX_01404,2024-11-24 05:23:15,Bank Transfer,372
PAY_02180,TX_03704,2024-03-27 19:34:14,PayPal,145
PAY_02181,TX_04483,2024-07-12 02:12:08,Credit Card,329
PAY_02182,TX_01982,2024-08-15 14:21:46,Bank Transfer,145
PAY_02183,TX_01793,2024-11-07 02:57:06,PayPal,149
PAY_02184,TX_04467,2024-10-29 22:08:27,Bank Transfer,164
PAY_02185,TX_02232,2024-11-03 10:36:06,PayPal,275
PAY_02186,TX_00772,2024-08-26 02:06:27,Bank Transfer,42
PAY_02187,TX_00205,2024-07-21 07:35:20,Bank Transfer,233
PAY_02188,TX_02220,2024-05-14 08:55:18,Bank Transfer,148
PAY_02189,TX_04921,2024-02-10 08:22:07,PayPal,31
PAY_02190,TX_00222,2024-05-26 15:23:56,PayPal,160
PAY_02191,TX_01192,2024-05-14 00:30:52,Credit Card,481
PAY_02192,TX_03316,2024-12-29 07:33:41,Bank Transfer,477
PAY_02193,TX_03290,2024-09-09 19:36:56,Bank Transfer,287
PAY_02194,TX_01599,2024-10-02 02:52:38,PayPal,76
PAY_02195,TX_01909,2024-03-29 18:58:50,Bank Transfer,105
PAY_02196,TX_04263,2024-11-14 16:06:47,PayPal,293
PAY_02197,TX_01543,2024-09-10 05:42:02,Credit Card,122
PAY_02198,TX_00142,2024-09-05 14:10:44,Bank Transfer,358
PAY_02199,TX_00090,2024-07-17 09:25:07,PayPal,369
PAY_02200,TX_03986,2024-01-09 03:29:36,PayPal,162
PAY_02201,TX_04407,2024-06-07 18:51:57,Bank Transfer,442
PAY_02202,TX_02264,2024-11-18 09:10:47,Credit Card,353
PAY_02203,TX_03513,2024-10-30 21:50:13,PayPal,348
PAY_02204,TX_03707,2024-05-13 06:17:22,Bank Transfer,472
PAY_02205,TX_01210,2024-09-09 19:22:12,Credit Card,436
PAY_02206,TX_04979,2024-12-29 16:50:59,PayPal,195
PAY_02207,TX_03225,2024-10-23 16:08:26,Credit Card,152
PAY_02208,TX_04857,2024-05-11 09:48:42,PayPal,363
PAY_02209,TX_01360,2024-09-07 14:55:18,Bank Transfer,283
PAY_02210,TX_01539,2024-11-10 17:46:45,Bank Transfer,166
PAY_02211,TX_00149,2024-09-11 13:33:06,Bank Transfer,455
PAY_02212,TX_04811,2024-03-22 17:28:43,Credit Card,31
PAY_02213,TX_01426,2024-09-01 05:38:33,Credit Card,347
PAY_02214,TX_01718,2024-06-15 20:14:20,Bank Transfer,411
PAY_02215,TX_01355,2024-04-13 14:38:50,PayPal,74
PAY_02216,TX_02406,2024-12-22 00:55:23,Credit Card,249
PAY_02217,TX_02636,2024-05-21 04:57:35,Credit Card,487
PAY_02218,TX_02364,2024-11-16 18:10:21,PayPal,141
PAY_02219,TX_02933,2024-06-08 07:52:48,PayPal,368
PAY_02220,TX_03108,2024-10-15 02:53:17,Bank Transfer,252
PAY_02221,TX_01502,2024-12-24 07:07:50,Credit Card,181
PAY_02222,TX_01452,2024-07-14 21:45:56,PayPal,101
PAY_02223,TX_00450,2024-04-03 01:45:36,PayPal,468
PAY_02224,TX_01836,2024-06-30 05:49:36,Bank Transfer,478
PAY_02225,TX_04186,2024-10-14 20:49:41,Bank Transfer,66
PAY_02226,TX_02589,2024-09-11 13:00:51,Credit Card,383
PAY_02227,TX_04272,2024-12-04 14:46:05,PayPal,310
PAY_02228,TX_01444,2024-03-30 01:00:01,Bank Transfer,179
PAY_02229,TX_02949,2024-04-18 08:18:59,Credit Card,198
PAY_02230,TX_03936,2024-02-01 10:04:43,Bank Transfer,381
PAY_02231,TX_03710,2024-04-21 18:36:28,Credit Card,227
PAY_02232,TX_03243,2024-08-19 14:46:31,PayPal,409
PAY_02233,TX_01290,2024-09-11 00:39:58,Bank Transfer,412
PAY_02234,TX_00504,2024-10-13 03:46:38,Credit Card,59
PAY_02235,TX_03098,2024-06-25 23:00:07,Credit Card,233
PAY_02236,TX_02148,2024-03-13 06:10:55,PayPal,451
PAY_02237,TX_01466,2024-05-31 08:22:23,Bank Transfer,475
PAY_02238,TX_04521,2024-07-11 14:18:42,Credit Card,371
PAY_02239,TX_01898,2024-12-05 08:37:34,Credit Card,173
PAY_02240,TX_03717,2024-01-13 18:30:27,Credit Card,357
PAY_02241,TX_00651,2024-11-12 02:51:14,Credit Card,312
PAY_02242,TX_03263,2024-03-10 04:39:22,Bank Transfer,455
PAY_02243,TX_01211,2024-02-06 15:44:33,Bank Transfer,415
PAY_02244,TX_02188,2024-06-18 08:51:09,Credit Card,185
PAY_02245,TX_03821,2024-05-24 21:29:07,Bank Transfer,471
PAY_02246,TX_00369,2024-08-14 11:51:20,Bank Transfer,291
PAY_02247,TX_02345,2024-04-16 20:40:37,PayPal,464
PAY_02248,TX_03272,2024-06-19 12:11:47,PayPal,43
PAY_02249,TX_02844,2024-01-25 03:55:28,Credit Card,481
PAY_02250,TX_03451,2024-01-31 10:56:29,PayPal,420
PAY_02251,TX_03152,2024-12-27 11:44:38,Bank Transfer,134
PAY_02252,TX_03519,2024-01-27 16:38:41,Credit Card,370
PAY_02253,TX_04355,2024-08-05 07:35:23,PayPal,279
PAY_02254,TX_01637,2024-06-24 13:17:09,Credit Card,325
PAY_02255,TX_03861,2024-06-16 22:24:09,Credit Card,383
PAY_02256,TX_01145,2024-06-11 06:04:32,PayPal,245
PAY_02257,TX_03127,2024-01-14 15:27:24,Bank Transfer,121
PAY_02258,TX_00018,2024-06-12 14:58:30,Bank Transfer,150
PAY_02259,TX_01657,2024-02-27 03:36:35,PayPal,283
PAY_02260,TX_04206,2024-03-20 20:23:22,PayPal,31
PAY_02261,TX_04427,2024-02-07 10:58:26,PayPal,438
PAY_02262,TX_01597,2024-11-28 07:29:29,PayPal,341
PAY_02263,TX_00946,2024-03-13 08:53:26,Credit Card,200
PAY_02264,TX_01288,2024-05-16 15:00:28,Bank Transfer,368
PAY_02265,TX_00268,2024-03-11 21:52:02,Bank Transfer,490
PAY_02266,TX_00435,2024-10-07 02:40:39,PayPal,180
PAY_02267,TX_02036,2024-07-28 03:39:54,Bank Transfer,133
PAY_02268,TX_02498,2024-09-07 14:29:35,Bank Transfer,37
PAY_02269,TX_03209,2024-06-02 12:28:03,Bank Transfer,123
PAY_02270,TX_01614,2024-02-22 01:26:10,PayPal,205
PAY_02271,TX_00719,2024-11-07 11:28:22,PayPal,361
PAY_02272,TX_03979,2024-07-07 19:27:18,Bank Transfer,481
PAY_02273,TX_02232,2024-08-11 16:41:03,PayPal,112
PAY_02274,TX_03673,2024-11-19 11:12:41,Bank Transfer,320
PAY_02275,TX_00741,2024-05-02 15:38:30,PayPal,162
PAY_02276,TX_00805,2024-01-05 06:22:29,Bank Transfer,162
PAY_02277,TX_04513,2024-07-31 23:22:42,PayPal,320
PAY_02278,TX_04978,2024-11-25 10:29:07,Bank Transfer,471
PAY_02279,TX_04887,2024-08-04 06:27:19,PayPal,119
PAY_02280,TX_03772,2024-10-09 01:44:05,PayPal,472
PAY_02281,TX_01727,2024-12-17 15:55:36,Bank Transfer,470
PAY_02282,TX_03513,2024-05-07 06:38:31,Credit Card,479
PAY_02283,TX_01099,2024-12-06 16:26:53,Bank Transfer,81
PAY_02284,TX_02622,2024-12-01 22:57:11,Bank Transfer,103
PAY_02285,TX_03806,2024-06-18 11:11:06,Credit Card,447
PAY_02286,TX_03011,2024-09-13 06:00:09,PayPal,295
PAY_02287,TX_02984,2024-06-15 07:49:13,Credit Card,186
PAY_02288,TX_03705,2024-05-04 04:22:14,Bank Transfer,314
PAY_02289,TX_03384,2024-09-10 08:15:37,Credit Card,148
PAY_02290,TX_01845,2024-07-02 23:07:22,PayPal,383
PAY_02291,TX_03925,2024-03-13 23:49:52,Bank Transfer,86
PAY_02292,TX_03100,2024-02-28 20:51:26,Bank Transfer,66
PAY_02293,TX_04522,2024-06-16 08:41:08,PayPal,476
PAY_02294,TX_04979,2024-12-18 18:43:25,PayPal,393
PAY_02295,TX_04882,2024-06-09 01:52:54,Bank Transfer,329
PAY_02296,TX_00535,2024-02-05 21:51:21,PayPal,167
PAY_02297,TX_00285,2024-01-08 08:39:20,Credit Card,269
PAY_02298,TX_02670,2024-04-18 10:21:51,Credit Card,156
PAY_02299,TX_03787,2024-10-06 15:26:55,Credit Card,114
PAY_02300,TX_01130,2024-05-09 09:19:55,Credit Card,257
PAY_02301,TX_00504,2024-05-01 14:07:47,PayPal,303
PAY_02302,TX_04142,2024-11-18 18:51:51,Credit Card,339
PAY_02303,TX_00537,2024-11-09 16:18:56,Credit Card,54
PAY_02304,TX_00062,2024-02-26 20:04:51,Bank Transfer,315
PAY_02305,TX_02384,2024-08-08 08:12:01,PayPal,400
PAY_02306,TX_00211,2024-02-04 17:27:54,PayPal,377
PAY_02307,TX_02448,2024-05-02 09:11:22,PayPal,277
PAY_02308,TX_04805,2024-05-25 12:46:10,Bank Transfer,406
PAY_02309,TX_02395,2024-08-27 08:00:02,Bank Transfer,289
