customer_id,country,acquisition_channel,segment,registration_date
Client_868,Panama,Organic,SMB,2024-02-18 21:55:56
Client_869,United States,Organic,Freelancer,2024-09-17 19:11:48
Client_870,Panama,Paid,SMB,2024-07-10 18:10:28
Client_871,Mexico,Referral,SMB,2024-11-15 21:54:37
Client_872,Costa Rica,Organic,Enterprise,2024-04-02 09:36:12
Client_873,Panama,Referral,SMB,2024-05-14 03:40:17
Client_874,Mexico,Paid,Freelancer,2024-04-04 01:42:27
Client_875,Panama,Paid,Freelancer,2024-08-31 02:46:51
Client_876,United States,Direct,Freelancer,2024-12-10 09:07:49
Client_877,Panama,Organic,Freelancer,2024-06-09 01:33:45
Client_878,Panama,Paid,Enterprise,2024-10-06 02:35:10
Client_879,Mexico,Direct,SMB,2024-10-24 10:29:10
Client_880,Mexico,Organic,Enterprise,2024-08-27 22:11:11
Client_881,Mexico,Paid,SMB,2024-08-26 08:40:58
Client_882,Panama,Paid,SMB,2024-12-22 14:18:44
Client_883,United States,Organic,SMB,2024-09-08 22:35:04
Client_884,Costa Rica,Organic,Enterprise,2024-12-18 14:15:30
Client_885,Costa Rica,Organic,SMB,2024-07-15 22:59:44
Client_886,Mexico,Paid,Enterprise,2024-10-21 14:46:27
Client_887,Mexico,Paid,Freelancer,2024-01-31 00:08:56
Client_888,Panama,Direct,Freelancer,2024-05-11 12:44:03
Client_889,Costa Rica,Referral,SMB,2024-11-25 11:27:21
Client_890,Mexico,Organic,Enterprise,2024-03-04 16:59:41
Client_891,United States,Paid,Freelancer,2024-07-19 04:33:01
Client_892,United States,Paid,Enterprise,2024-09-02 06:28:20
Client_893,Mexico,Organic,Enterprise,2024-08-22 00:08:02
Client_894,Mexico,Referral,SMB,2024-02-14 21:19:23
Client_895,Costa Rica,Organic,Freelancer,2024-11-24 19:28:28
Client_896,Costa Rica,Referral,SMB,2024-11-22 06:34:27
Client_897,Panama,Paid,SMB,2024-07-25 01:46:13
Client_898,Costa Rica,Referral,Freelancer,2024-03-27 01:28:17
Client_899,United States,Direct,Freelancer,2024-03-09 06:34:45
Client_900,United States,Paid,Enterprise,2024-12-19 19:51:46
Client_901,Mexico,Direct,Freelancer,2024-03-28 23:35:23
Client_902,Costa Rica,Organic,Enterprise,2024-04-01 23:15:55
Client_903,Panama,Organic,Enterprise,2024-07-02 11:01:12
Client_904,United States,Organic,Enterprise,2024-04-30 04:39:38
Client_905,United States,Referral,Freelancer,2024-05-22 02:19:45
Client_906,Panama,Paid,SMB,2024-03-06 20:03:58
Client_907,Panama,Organic,Enterprise,2024-06-09 14:02:19
Client_908,United States,Organic,SMB,2024-11-01 05:32:27
Client_909,United States,Paid,SMB,2024-03-18 14:06:00
Client_910,Panama,Organic,Freelancer,2024-11-05 23:33:40
Client_911,United States,Direct,SMB,2024-08-02 20:19:35
Client_912,Mexico,Paid,SMB,2024-04-10 15:50:57
Client_913,Mexico,Paid,Freelancer,2024-12-01 19:09:09
Client_914,Panama,Paid,Enterprise,2024-01-07 04:13:54
Client_915,Costa Rica,Direct,SMB,2024-08-27 16:46:03
Client_916,Panama,Paid,Freelancer,2024-12-18 02:24:27
Client_917,Panama,Direct,SMB,2024-04-09 07:00:45
Client_918,Costa Rica,Paid,SMB,2024-04-03 18:47:53
Client_919,Costa Rica,Referral,Enterprise,2024-04-16 23:57:35
Client_920,Costa Rica,Organic,SMB,2024-02-23 12:20:36
Client_921,Mexico,Referral,Freelancer,2024-06-26 09:02:19
Client_922,United States,Organic,SMB,2024-10-08 15:27:51
Client_923,Mexico,Direct,Enterprise,2024-03-02 17:43:53
Client_924,United States,Referral,Enterprise,2024-12-08 09:05:01
Client_925,Mexico,Paid,Freelancer,2024-01-17 06:39:28
Client_926,United States,Organic,Enterprise,2024-09-30 08:41:56
Client_927,Mexico,Organic,SMB,2024-10-28 01:21:38
Client_928,Costa Rica,Referral,Enterprise,2024-03-07 23:01:07
Client_929,Panama,Direct,Freelancer,2024-12-10 02:42:41
Client_930,Mexico,Referral,Enterprise,2024-07-27 08:32:40
Client_931,United States,Direct,Enterprise,2024-09-20 06:44:02
Client_932,Costa Rica,Direct,Enterprise,2024-09-07 11:08:30
Client_933,Mexico,Organic,Freelancer,2024-07-05 22:21:05
Client_934,Mexico,Referral,Enterprise,2024-11-26 00:26:33
Client_935,Costa Rica,Referral,Enterprise,2024-08-06 20:17:14
Client_936,Mexico,Direct,SMB,2024-05-14 17:15:36
Client_937,Panama,Referral,Freelancer,2024-10-16 05:05:26
Client_938,Mexico,Paid,Enterprise,2024-07-04 23:15:59
Client_939,Panama,Paid,Freelancer,2024-12-10 20:26:39
Client_940,Panama,Referral,Enterprise,2024-02-10 09:17:09
Client_941,Costa Rica,Referral,Enterprise,2024-07-02 15:15:28
Client_942,Mexico,Direct,Enterprise,2024-09-30 21:44:36
Client_943,Costa Rica,Paid,SMB,2024-03-15 23:34:03
Client_944,Mexico,Paid,SMB,2024-05-06 02:57:14
Client_945,Mexico,Organic,SMB,2024-05-06 09:14:54
Client_946,United States,Direct,Freelancer,2024-07-16 14:12:42
Client_947,Mexico,Organic,Freelancer,2024-03-07 02:19:14
Client_948,Costa Rica,Paid,SMB,2024-03-03 20:53:39
Client_949,Panama,Direct,Freelancer,2024-09-01 13:28:28
Client_950,Mexico,Referral,Enterprise,2024-08-01 21:09:35
Client_951,United States,Direct,Enterprise,2024-08-25 16:13:21
Client_952,Costa Rica,Referral,Enterprise,2024-08-26 04:29:53
Client_953,Mexico,Referral,SMB,2024-04-30 06:40:34
Client_954,Costa Rica,Direct,Freelancer,2024-11-26 01:28:07
Client_955,United States,Referral,SMB,2024-07-08 18:01:27
Client_956,United States,Organic,Freelancer,2024-12-20 23:43:23
Client_957,Costa Rica,Paid,Enterprise,2024-04-08 12:35:58
Client_958,Mexico,Referral,SMB,2024-05-29 10:49:10
Client_959,Panama,Organic,Freelancer,2024-06-01 14:03:49
Client_960,United States,Referral,Freelancer,2024-07-26 12:40:40
Client_961,Mexico,Paid,Enterprise,2024-12-06 06:17:55
Client_962,Mexico,Organic,SMB,2024-01-31 16:10:35
Client_963,Panama,Paid,SMB,2024-02-24 20:40:39
Client_964,United States,Paid,SMB,2024-04-27 05:39:02
Client_965,United States,Organic,Enterprise,2024-10-17 05:42:46
Client_966,Mexico,Organic,SMB,2024-12-02 07:34:23
Client_967,Mexico,Organic,Enterprise,2024-04-22 04:36:14
Client_968,Panama,Direct,Enterprise,2024-08-08 20:12:50
Client_969,Panama,Organic,Enterprise,2024-11-26 14:26:11
Client_970,United States,Organic,Freelancer,2024-12-14 13:03:53
Client_971,Costa Rica,Organic,SMB,2024-08-28 17:02:16
Client_972,United States,Organic,SMB,2024-08-16 06:54:38
Client_973,Mexico,Referral,Enterprise,2024-01-31 23:28:37
Client_974,United States,Direct,Enterprise,2024-02-19 20:24:46
Client_975,Costa Rica,Paid,SMB,2024-03-25 20:23:26
Client_976,Panama,Organic,Enterprise,2024-10-25 12:44:04
Client_977,Costa Rica,Referral,SMB,2024-04-06 09:44:02
Client_978,Costa Rica,Referral,Freelancer,2024-09-22 14:12:08
Client_979,Costa Rica,Referral,Enterprise,2024-12-17 12:30:44
Client_980,Panama,Paid,SMB,2024-04-12 05:18:44
Client_981,Costa Rica,Organic,Enterprise,2024-08-22 21:29:17
Client_982,Costa Rica,Direct,SMB,2024-03-12 09:29:23
Client_983,Costa Rica,Direct,SMB,2024-02-10 00:10:53
Client_984,Mexico,Referral,Enterprise,2024-09-14 00:27:15
Client_985,Costa Rica,Paid,Freelancer,2024-07-18 16:26:51
Client_986,Panama,Paid,SMB,2024-11-04 05:39:28
Client_987,Costa Rica,Paid,SMB,2024-01-22 20:40:06
Client_988,Costa Rica,Direct,SMB,2024-05-14 15:23:52
Client_989,Panama,Referral,Freelancer,2024-12-23 18:45:54
Client_990,Costa Rica,Organic,Freelancer,2024-08-07 01:01:47
Client_991,Panama,Direct,Enterprise,2024-02-15 20:27:56
Client_992,Costa Rica,Referral,Freelancer,2024-01-21 09:01:02
Client_993,Panama,Referral,Enterprise,2024-05-03 00:01:21
Client_994,Costa Rica,Organic,Enterprise,2024-04-25 21:02:42
Client_995,Costa Rica,Organic,Freelancer,2024-02-16 23:27:28
Client_996,Mexico,Organic,Enterprise,2024-12-15 22:07:01
Client_997,Mexico,Paid,Freelancer,2024-11-27 13:24:10
Client_998,Costa Rica,Organic,Enterprise,2024-01-10 08:46:18
Client_999,Costa Rica,Referral,Freelancer,2024-10-12 23:45:26
Client_1000,United States,Organic,Freelancer,2024-09-06 11:23:38
